rank,content_id,client_id,impressions_90d,days_since_last_update,avg_position,ctr,baseline_score,reason_code,action_label,is_declining_label
236,content_8391ee7bef63,client_6208ef0f77,13670,104,6.7,0.18,0.0,page_one_decay_risk,title_meta_rewrite,0
237,content_60c4893828c7,client_19581e27de,12436,22,6.8,0.18,0.0,low_ctr_visible_page,title_meta_rewrite,0
238,content_5b377954b9b8,client_8527a891e2,13,20,83.3,0.0,0.0,general_monitoring,title_meta_rewrite,0
239,content_cd34bef718d6,client_19581e27de,4838,104,5.6,0.29,0.0,page_one_decay_risk,title_meta_rewrite,0
240,content_1298bc1e12be,client_25fc0e7096,3,8,0.0,0.0,0.0,general_monitoring,title_meta_rewrite,0
241,content_da992825d25f,client_f369cb89fc,62,20,6.6,0.0,0.0,general_monitoring,title_meta_rewrite,1
242,content_5525adfc46a2,client_6208ef0f77,8572,104,30.0,0.34,0.0,low_ctr_visible_page,title_meta_rewrite,0
243,content_25a9a6de32d0,client_25fc0e7096,3,6,0.0,0.0,0.0,general_monitoring,title_meta_rewrite,0
244,content_130e3b3763cb,client_3fdba35f04,1150,104,11.6,0.26,0.0,low_ctr_visible_page,title_meta_rewrite,1
245,content_47d2fed41749,client_d029fa3a95,519,20,7.4,0.0,0.0,low_ctr_visible_page,title_meta_rewrite,0
246,content_9d94766abf35,client_9400f1b21c,2229,20,9.8,0.04,0.0,low_ctr_visible_page,title_meta_rewrite,1
247,content_b9b869d9cb84,client_8527a891e2,42,20,80.0,0.0,0.0,general_monitoring,title_meta_rewrite,1
248,content_a2f1cb1ac27a,client_19581e27de,1727,104,6.8,0.23,0.0,page_one_decay_risk,title_meta_rewrite,1
249,content_006b16e7a2e7,client_9f14025af0,1,8,1.0,100.0,0.0,general_monitoring,monitor_performance,0
250,content_00e228943abc,client_3fdba35f04,5658,14,9.3,0.09,0.0,low_ctr_visible_page,title_meta_rewrite,1
251,content_af41d1db999a,client_3fdba35f04,1497,104,2.9,0.2,0.0,page_one_decay_risk,title_meta_rewrite,1
252,content_de66aa33332a,client_3fdba35f04,1750,104,27.7,0.23,0.0,low_ctr_visible_page,title_meta_rewrite,1
253,content_33a2ec3db00c,client_3fdba35f04,27574,26,12.6,0.01,0.0,low_ctr_visible_page,title_meta_rewrite,1
254,content_e79f03df2781,client_9f14025af0,23,20,81.5,0.0,0.0,general_monitoring,title_meta_rewrite,0
255,content_e7e9b15555b5,client_19581e27de,708,104,18.7,0.0,0.0,low_ctr_visible_page,title_meta_rewrite,0
256,content_b3c00e740b1b,client_19581e27de,795,104,7.5,0.13,0.0,page_one_decay_risk,title_meta_rewrite,1
257,content_2a42f4cce9c6,client_4e07408562,303,104,3.8,0.0,0.0,page_one_decay_risk,title_meta_rewrite,1
258,content_e9785b5bd320,client_19581e27de,1826,104,13.9,0.0,0.0,low_ctr_visible_page,title_meta_rewrite,0
259,content_ebd349bad46d,client_6208ef0f77,469,104,15.7,0.21,0.0,general_monitoring,title_meta_rewrite,1
260,content_7dff534db3ae,client_f74efabef1,13347,20,5.3,0.31,0.0,low_ctr_visible_page,title_meta_rewrite,0
261,content_aba4b4460e47,client_e629fa6598,1334,22,50.1,0.0,0.0,low_ctr_visible_page,title_meta_rewrite,1
262,content_3af54e674244,client_f369cb89fc,31,20,7.8,3.23,0.0,general_monitoring,monitor_performance,1
263,content_8def3c4dd646,client_d029fa3a95,128,20,7.0,0.0,0.0,general_monitoring,title_meta_rewrite,1
264,content_5cdfc1666dd9,client_19581e27de,230,22,21.1,0.0,0.0,general_monitoring,title_meta_rewrite,0
265,content_7c67244a774f,client_19581e27de,2309,22,5.9,0.3,0.0,low_ctr_visible_page,title_meta_rewrite,1
266,content_86e273bff457,client_6208ef0f77,134,20,4.6,0.0,0.0,general_monitoring,title_meta_rewrite,1
267,content_1e1f3b791a48,client_3fdba35f04,682,104,9.8,0.0,0.0,page_one_decay_risk,title_meta_rewrite,1
268,content_da5ef9f70786,client_d4735e3a26,1,20,0.0,0.0,0.0,general_monitoring,title_meta_rewrite,0
269,content_783dd052a637,client_6208ef0f77,695,104,36.3,0.14,0.0,low_ctr_visible_page,title_meta_rewrite,1
270,content_b6f1aab067b3,client_9400f1b21c,4895,20,11.3,0.08,0.0,low_ctr_visible_page,title_meta_rewrite,0
271,content_321ecbe651a7,client_19581e27de,26039,104,6.4,0.05,0.0,page_one_decay_risk,title_meta_rewrite,0
272,content_f54906da38ee,client_25fc0e7096,3,6,0.0,0.0,0.0,general_monitoring,title_meta_rewrite,0
273,content_c6f662477a37,client_3fdba35f04,634,20,9.9,0.0,0.0,low_ctr_visible_page,title_meta_rewrite,1
274,content_684d759c2792,client_4ec9599fc2,73,20,3.8,6.85,0.0,general_monitoring,monitor_performance,1
275,content_9b07749558fc,client_19581e27de,256,22,19.7,0.0,0.0,general_monitoring,title_meta_rewrite,1
276,content_c51b117fd28c,client_19581e27de,729,104,15.6,0.0,0.0,low_ctr_visible_page,title_meta_rewrite,0
277,content_a32a03ed1465,client_d029fa3a95,26,20,6.8,0.0,0.0,general_monitoring,title_meta_rewrite,1
278,content_09a3ec208780,client_19581e27de,3294,104,2.9,0.27,0.0,page_one_decay_risk,title_meta_rewrite,0
279,content_f9196d957a30,client_6208ef0f77,1122,20,21.9,0.18,0.0,low_ctr_visible_page,title_meta_rewrite,1
280,content_d98c6bd888ae,client_19581e27de,711,20,2.9,0.28,0.0,low_ctr_visible_page,title_meta_rewrite,1
281,content_5eabfc22996f,client_8527a891e2,50,104,10.3,0.0,0.0,general_monitoring,title_meta_rewrite,1
282,content_bdf61b8c3512,client_6208ef0f77,1752,20,26.0,0.46,0.0,low_ctr_visible_page,title_meta_rewrite,0
283,content_3ff89028d473,client_19581e27de,46,20,9.0,0.0,0.0,general_monitoring,title_meta_rewrite,0
284,content_ea851c8c0ad2,client_f74efabef1,43,20,2.4,0.0,0.0,general_monitoring,title_meta_rewrite,1
285,content_488647b1a2a4,client_d4735e3a26,5,20,2.8,0.0,0.0,general_monitoring,title_meta_rewrite,0
286,content_714b0fd9ee80,client_e629fa6598,7915,22,10.7,0.18,0.0,low_ctr_visible_page,title_meta_rewrite,0
287,content_f7de2c48d051,client_f74efabef1,4,8,14.0,0.0,0.0,general_monitoring,title_meta_rewrite,0
288,content_421272323961,client_d4735e3a26,6,8,9.3,16.67,0.0,general_monitoring,monitor_performance,1
289,content_d8625aaccc9b,client_4ec9599fc2,2690,20,11.4,0.15,0.0,low_ctr_visible_page,title_meta_rewrite,1
290,content_e0f7366b807a,client_3fdba35f04,2649,20,13.6,0.04,0.0,low_ctr_visible_page,title_meta_rewrite,1
291,content_0e02a06de291,client_19581e27de,3100,22,14.4,0.06,0.0,low_ctr_visible_page,title_meta_rewrite,1
292,content_ae8502b547de,client_4e07408562,3714,104,38.4,0.05,0.0,low_ctr_visible_page,title_meta_rewrite,1
293,content_9b5943515a13,client_7f2253d7e2,42063,20,27.8,0.3,0.0,low_ctr_visible_page,title_meta_rewrite,1
294,content_0fd3d4c8d1eb,client_a88a7902cb,198,28,16.0,0.0,0.0,general_monitoring,title_meta_rewrite,1
295,content_2a3c874fff5f,client_6208ef0f77,11207,104,22.2,0.16,0.0,low_ctr_visible_page,title_meta_rewrite,0
296,content_6efb62ed1580,client_19581e27de,1281,104,13.9,0.16,0.0,low_ctr_visible_page,title_meta_rewrite,0
297,content_1da659104d64,client_9400f1b21c,228,20,15.8,0.88,0.0,general_monitoring,monitor_performance,1
298,content_054b2d512690,client_f369cb89fc,599,20,13.2,0.0,0.0,low_ctr_visible_page,title_meta_rewrite,1
299,content_d312eb371bcf,client_19581e27de,95031,104,6.3,0.16,0.0,page_one_decay_risk,title_meta_rewrite,0
300,content_e848f7530bc6,client_4ec9599fc2,201,104,30.9,0.5,0.0,general_monitoring,monitor_performance,0
301,content_b5367e6afc79,client_f74efabef1,2496,20,12.3,0.28,0.0,low_ctr_visible_page,title_meta_rewrite,1
302,content_e4afe4243fdc,client_6208ef0f77,22504,20,10.0,0.17,0.0,low_ctr_visible_page,title_meta_rewrite,1
303,content_899bf6f73251,client_4e07408562,1536,13,11.8,0.07,0.0,low_ctr_visible_page,title_meta_rewrite,1
304,content_4cf057f43fd4,client_624b60c58c,20,20,8.7,0.0,0.0,general_monitoring,title_meta_rewrite,0
305,content_7f418e12d343,client_d029fa3a95,190,20,6.6,0.0,0.0,general_monitoring,title_meta_rewrite,0
306,content_2ece38fb001c,client_19581e27de,31520,22,5.9,0.3,0.0,low_ctr_visible_page,title_meta_rewrite,1
307,content_8f625cb9d019,client_8722616204,1,8,8.0,0.0,0.0,general_monitoring,title_meta_rewrite,0
308,content_156cc285e126,client_19581e27de,249,104,32.4,0.0,0.0,general_monitoring,title_meta_rewrite,1
309,content_f7b30367f7f2,client_19581e27de,13195,20,3.7,0.29,0.0,low_ctr_visible_page,title_meta_rewrite,1
310,content_67c4b91c38b0,client_19581e27de,502,104,3.7,0.0,0.0,page_one_decay_risk,title_meta_rewrite,0
311,content_8ec653ac9eda,client_19581e27de,85,104,76.4,0.0,0.0,general_monitoring,title_meta_rewrite,1
312,content_d85e106be16f,client_3fdba35f04,229,104,13.2,0.0,0.0,general_monitoring,title_meta_rewrite,1
313,content_0de6d52b6b52,client_3fdba35f04,138,20,22.8,0.0,0.0,general_monitoring,title_meta_rewrite,1
314,content_0ab852b18db8,client_f369cb89fc,123,20,3.8,0.81,0.0,general_monitoring,monitor_performance,1
315,content_701d4ba4e25d,client_8527a891e2,28,20,24.5,0.0,0.0,general_monitoring,title_meta_rewrite,0
316,content_38b820f9ae9f,client_9f14025af0,25,20,33.8,4.0,0.0,general_monitoring,monitor_performance,1
317,content_ddbef41fb722,client_19581e27de,688,104,37.3,0.15,0.0,low_ctr_visible_page,title_meta_rewrite,0
318,content_1d3f18a91722,client_19581e27de,4,22,13.5,0.0,0.0,general_monitoring,title_meta_rewrite,1
319,content_95d32ff9e7ae,client_4e07408562,836,104,6.8,0.24,0.0,page_one_decay_risk,title_meta_rewrite,1
320,content_a2c1b46b4782,client_25fc0e7096,3,6,0.0,0.0,0.0,general_monitoring,title_meta_rewrite,0
321,content_db2f0fa42fcc,client_f74efabef1,1349,20,7.7,0.82,0.0,general_monitoring,monitor_performance,1
322,content_4d151274fd8c,client_2c624232cd,616,11,20.7,0.16,0.0,low_ctr_visible_page,title_meta_rewrite,1
323,content_a85513d79fd6,client_19581e27de,473,104,53.5,0.21,0.0,general_monitoring,title_meta_rewrite,0
324,content_2c161e165df7,client_2c624232cd,203,22,54.9,0.49,0.0,general_monitoring,title_meta_rewrite,0
325,content_cc0f20917ee0,client_4e07408562,681,13,26.4,0.0,0.0,low_ctr_visible_page,title_meta_rewrite,0
326,content_e1e89e173dfa,client_d4735e3a26,1,20,0.0,0.0,0.0,general_monitoring,title_meta_rewrite,0
327,content_d2e655334ee2,client_d4735e3a26,8,20,2.6,12.5,0.0,general_monitoring,monitor_performance,1
328,content_df5f291bbd4a,client_19581e27de,3247,22,10.6,0.18,0.0,low_ctr_visible_page,title_meta_rewrite,1
329,content_8ed8dc20f1a3,client_f369cb89fc,427,20,30.5,0.0,0.0,general_monitoring,title_meta_rewrite,1
330,content_fbdf2bdc4b2a,client_2c624232cd,123,22,43.5,0.0,0.0,general_monitoring,title_meta_rewrite,0
331,content_25325c787f79,client_19581e27de,17204,104,6.0,0.23,0.0,page_one_decay_risk,title_meta_rewrite,1
332,content_f6de82076ad7,client_19581e27de,622,104,12.8,0.0,0.0,low_ctr_visible_page,title_meta_rewrite,0
333,content_8fb61b53cd3c,client_d029fa3a95,246,20,12.8,0.41,0.0,general_monitoring,title_meta_rewrite,1
334,content_bb2273ff6eed,client_6208ef0f77,1447,104,12.7,0.0,0.0,low_ctr_visible_page,title_meta_rewrite,1
335,content_14c19947d715,client_4ec9599fc2,628,104,9.7,0.0,0.0,page_one_decay_risk,title_meta_rewrite,1
336,content_968ccb3c2014,client_19581e27de,6473,20,9.6,0.14,0.0,low_ctr_visible_page,title_meta_rewrite,0
337,content_cb3c920a1bfd,client_7f2253d7e2,35944,20,36.0,0.09,0.0,low_ctr_visible_page,title_meta_rewrite,1
338,content_6cbcfee63f82,client_6208ef0f77,3976,20,48.5,0.05,0.0,low_ctr_visible_page,title_meta_rewrite,1
339,content_8c029ce75482,client_3fdba35f04,19251,14,14.0,0.35,0.0,low_ctr_visible_page,title_meta_rewrite,1
340,content_a3b18c3e84c7,client_3fdba35f04,2846,20,4.8,0.39,0.0,low_ctr_visible_page,title_meta_rewrite,0
341,content_b2b7776e6208,client_e29c9c180c,1,20,0.0,0.0,0.0,general_monitoring,title_meta_rewrite,0
342,content_2659482959b9,client_7f2253d7e2,9060,20,37.0,0.12,0.0,low_ctr_visible_page,title_meta_rewrite,1
343,content_a39e7e4c146b,client_4ec9599fc2,23,20,7.2,0.0,0.0,general_monitoring,title_meta_rewrite,0
344,content_aa98ebf95fa8,client_3fdba35f04,7078,104,5.6,0.18,0.0,page_one_decay_risk,title_meta_rewrite,1
345,content_a0f17e5378be,client_7f2253d7e2,284,20,23.7,0.0,0.0,general_monitoring,title_meta_rewrite,1
346,content_656372ca5b8d,client_f369cb89fc,28,20,6.1,0.0,0.0,general_monitoring,title_meta_rewrite,0
347,content_423d73e3f18c,client_19581e27de,2534,22,8.5,0.12,0.0,low_ctr_visible_page,title_meta_rewrite,1
348,content_f4e177f6d346,client_f74efabef1,545,20,29.0,0.18,0.0,low_ctr_visible_page,title_meta_rewrite,0
349,content_5ec6f4640152,client_6208ef0f77,718,20,10.9,0.42,0.0,low_ctr_visible_page,title_meta_rewrite,0
350,content_8c1c76c97848,client_19581e27de,25410,104,3.6,0.78,0.0,page_one_decay_risk,monitor_performance,0
351,content_befb04655cb5,client_6208ef0f77,18439,104,18.0,0.77,0.0,general_monitoring,monitor_performance,1
352,content_340362b16729,client_19581e27de,1955,104,8.8,0.2,0.0,page_one_decay_risk,title_meta_rewrite,1
353,content_ce83293c6615,client_4e07408562,1759,13,12.0,0.17,0.0,low_ctr_visible_page,title_meta_rewrite,0
354,content_c2fc4763d861,client_349c41201b,3456,20,6.6,0.26,0.0,low_ctr_visible_page,title_meta_rewrite,0
355,content_b5bf96f3bcd6,client_d4735e3a26,1,20,0.0,0.0,0.0,general_monitoring,title_meta_rewrite,0
356,content_0dd62b390bba,client_19581e27de,444,20,14.6,0.23,0.0,general_monitoring,title_meta_rewrite,0
357,content_91c4532851dd,client_25fc0e7096,3,8,0.0,0.0,0.0,general_monitoring,title_meta_rewrite,0
358,content_5ae3f169685c,client_8722616204,46,8,11.6,0.0,0.0,general_monitoring,title_meta_rewrite,1
359,content_92712b534e6b,client_6208ef0f77,4245,104,13.6,0.38,0.0,low_ctr_visible_page,title_meta_rewrite,0
360,content_a29dc99a7700,client_2c624232cd,4,20,40.8,0.0,0.0,general_monitoring,title_meta_rewrite,0
361,content_105e7640cb8a,client_19581e27de,738,104,33.6,0.0,0.0,low_ctr_visible_page,title_meta_rewrite,0
362,content_c68bc301d616,client_19581e27de,6918,20,10.6,0.04,0.0,low_ctr_visible_page,title_meta_rewrite,1
363,content_6d9c2b38fb3a,client_19581e27de,8983,20,6.6,0.3,0.0,low_ctr_visible_page,title_meta_rewrite,1
364,content_3a85fb54cd80,client_8722616204,19,8,7.5,5.26,0.0,general_monitoring,monitor_performance,1
365,content_422ea7d8363a,client_4e07408562,11795,104,29.9,0.15,0.0,low_ctr_visible_page,title_meta_rewrite,0
366,content_3893589f4282,client_19581e27de,10,22,17.8,0.0,0.0,general_monitoring,title_meta_rewrite,1
367,content_1583937d3411,client_f369cb89fc,26,8,2.5,0.0,0.0,general_monitoring,title_meta_rewrite,0
368,content_4b7a721bc15c,client_f369cb89fc,258,20,6.8,0.0,0.0,general_monitoring,title_meta_rewrite,1
369,content_40e99127750e,client_6208ef0f77,10425,104,22.9,0.49,0.0,low_ctr_visible_page,title_meta_rewrite,1
370,content_e7e51d99bd93,client_19581e27de,1884,22,8.1,0.21,0.0,low_ctr_visible_page,title_meta_rewrite,0
371,content_f3eea9f91fcd,client_f369cb89fc,6599,20,13.3,0.2,0.0,low_ctr_visible_page,title_meta_rewrite,0
372,content_50828327cbf4,client_d4735e3a26,206,20,6.2,2.91,0.0,general_monitoring,monitor_performance,0
373,content_6c61a9a0c897,client_f369cb89fc,51,8,6.3,0.0,0.0,general_monitoring,title_meta_rewrite,0
374,content_258f1280e3fe,client_f369cb89fc,274,20,5.7,0.73,0.0,general_monitoring,monitor_performance,0
375,content_b03bdef6a21a,client_6208ef0f77,12464,104,7.5,1.13,0.0,page_one_decay_risk,monitor_performance,0
376,content_a27eb2ede5e6,client_6208ef0f77,2482,104,2.0,0.12,0.0,page_one_decay_risk,title_meta_rewrite,0
377,content_648501791189,client_8722616204,19,104,7.5,0.0,0.0,page_one_decay_risk,title_meta_rewrite,0
378,content_209bc758a6f2,client_19581e27de,578,20,6.7,0.52,0.0,general_monitoring,monitor_performance,1
379,content_0c8cb6bad4a7,client_f369cb89fc,502,20,2.0,0.0,0.0,low_ctr_visible_page,title_meta_rewrite,1
380,content_ce242cbf4233,client_3fdba35f04,524,104,21.3,0.0,0.0,low_ctr_visible_page,title_meta_rewrite,1
381,content_3a02e4d043a1,client_a88a7902cb,318,20,11.4,0.31,0.0,general_monitoring,title_meta_rewrite,1
382,content_708a4c3cb9b1,client_624b60c58c,35,8,13.5,0.0,0.0,general_monitoring,title_meta_rewrite,1
383,content_93e0217c01fe,client_f74efabef1,21,20,27.2,0.0,0.0,general_monitoring,title_meta_rewrite,1
384,content_a9cf6e4b3d9f,client_19581e27de,6365,22,6.3,0.14,0.0,low_ctr_visible_page,title_meta_rewrite,0
385,content_0727aa524195,client_e629fa6598,61,20,7.0,1.64,0.0,general_monitoring,monitor_performance,0
386,content_987ccca5fe63,client_19581e27de,1076,22,30.7,0.09,0.0,low_ctr_visible_page,title_meta_rewrite,0
387,content_e424bec1e0fd,client_6208ef0f77,3950,104,17.1,0.76,0.0,general_monitoring,monitor_performance,0
388,content_575564a123ab,client_19581e27de,527,20,2.5,0.76,0.0,general_monitoring,monitor_performance,1
389,content_ef3281849a77,client_19581e27de,12,22,9.7,0.0,0.0,general_monitoring,title_meta_rewrite,1
390,content_9062c16c56ce,client_3fdba35f04,5054,104,11.0,0.53,0.0,general_monitoring,monitor_performance,1
391,content_bcc20e112358,client_19581e27de,2140,104,19.0,0.05,0.0,low_ctr_visible_page,title_meta_rewrite,1
392,content_875e770ae37c,client_bbb965ab0c,10511,15,8.1,0.4,0.0,low_ctr_visible_page,title_meta_rewrite,0
393,content_29bd947a59a3,client_19581e27de,4069,104,4.1,0.1,0.0,page_one_decay_risk,title_meta_rewrite,1
394,content_293040c73278,client_e629fa6598,64,20,15.1,0.0,0.0,general_monitoring,title_meta_rewrite,1
395,content_e474339b073f,client_4e07408562,11106,25,24.2,0.24,0.0,low_ctr_visible_page,title_meta_rewrite,1
396,content_866a5947cd6e,client_8722616204,44,8,8.6,0.0,0.0,general_monitoring,title_meta_rewrite,1
397,content_f9ccfa3550a5,client_2c624232cd,120,11,11.7,0.0,0.0,general_monitoring,title_meta_rewrite,1
398,content_76bf0c117fff,client_19581e27de,1640,22,62.1,0.0,0.0,low_ctr_visible_page,title_meta_rewrite,0
399,content_20691e56eb12,client_2c624232cd,85,22,33.7,0.0,0.0,general_monitoring,title_meta_rewrite,0
400,content_ac24ae398a75,client_e629fa6598,1357,20,31.9,0.07,0.0,low_ctr_visible_page,title_meta_rewrite,1
401,content_61c7db5369c5,client_f74efabef1,725,20,28.6,0.14,0.0,low_ctr_visible_page,title_meta_rewrite,1
402,content_297fb35a890c,client_a88a7902cb,697,20,12.7,1.0,0.0,general_monitoring,monitor_performance,1
403,content_dc07a16ea110,client_6208ef0f77,24620,104,28.0,0.02,0.0,low_ctr_visible_page,title_meta_rewrite,1
404,content_97804a37420a,client_f369cb89fc,125,20,2.5,0.0,0.0,general_monitoring,title_meta_rewrite,1
405,content_983e599c0240,client_d029fa3a95,211,20,7.8,0.0,0.0,general_monitoring,title_meta_rewrite,0
406,content_076f03418009,client_a88a7902cb,10,8,3.1,0.0,0.0,general_monitoring,title_meta_rewrite,0
407,content_b131d25b08ec,client_3fdba35f04,189,104,12.6,0.53,0.0,general_monitoring,monitor_performance,1
408,content_2a0b4da70435,client_3fdba35f04,2434,104,13.1,0.53,0.0,general_monitoring,monitor_performance,1
409,content_c9bf83ce9dd1,client_f369cb89fc,3,20,3.7,0.0,0.0,general_monitoring,title_meta_rewrite,0
410,content_6bbb19d674d6,client_6208ef0f77,1660,104,19.1,0.36,0.0,low_ctr_visible_page,title_meta_rewrite,0
411,content_4d009538d35b,client_8722616204,12,20,8.2,8.33,0.0,general_monitoring,monitor_performance,0
412,content_1c38841cd5a6,client_f369cb89fc,13,20,9.2,0.0,0.0,general_monitoring,title_meta_rewrite,0
413,content_0594317f9dc6,client_19581e27de,2931,22,10.1,0.17,0.0,low_ctr_visible_page,title_meta_rewrite,0
414,content_a97796e0e60d,client_624b60c58c,82,20,22.2,0.0,0.0,general_monitoring,title_meta_rewrite,1
415,content_937a87e42eb4,client_8527a891e2,14,20,19.4,0.0,0.0,general_monitoring,title_meta_rewrite,0
416,content_06d10cba9e03,client_d4735e3a26,34,20,10.6,2.94,0.0,general_monitoring,monitor_performance,0
417,content_62ad075df42a,client_6208ef0f77,140,104,12.1,0.0,0.0,general_monitoring,title_meta_rewrite,1
418,content_a72d8fc76054,client_6208ef0f77,5457,104,4.5,0.11,0.0,page_one_decay_risk,title_meta_rewrite,1
419,content_df2fdc138b93,client_19581e27de,5100,104,7.1,0.69,0.0,page_one_decay_risk,monitor_performance,0
420,content_9be3fc199752,client_434c9b5ae5,5,8,3.6,0.0,0.0,general_monitoring,title_meta_rewrite,0
421,content_61f4a24677e0,client_4e07408562,2441,13,12.7,0.16,0.0,low_ctr_visible_page,title_meta_rewrite,1
422,content_74aa486106a1,client_4e07408562,14173,25,8.7,0.4,0.0,low_ctr_visible_page,title_meta_rewrite,1
423,content_f0f639eb2f80,client_4e07408562,4506,25,10.3,0.71,0.0,general_monitoring,monitor_performance,0
424,content_f8e09cb94a18,client_19581e27de,2919,20,4.7,1.51,0.0,general_monitoring,monitor_performance,0
425,content_e236db43d278,client_3fdba35f04,972,104,13.8,0.0,0.0,low_ctr_visible_page,title_meta_rewrite,1
426,content_2ddd507e0ff7,client_19581e27de,1764,104,7.3,0.62,0.0,page_one_decay_risk,monitor_performance,0
427,content_ea3970af2cc4,client_19581e27de,185,104,13.1,0.0,0.0,general_monitoring,title_meta_rewrite,1
428,content_32e51d7bb5fb,client_6208ef0f77,1005,104,18.9,0.2,0.0,low_ctr_visible_page,title_meta_rewrite,0
